author,statement,source,date,target
Grace Abels,"“USA gives final warning to Uganda to legalize homosexuality,” or no aid.",Facebook posts,"March 17, 2023",false
Madeline Heim,"Under a GOP bill on cash bail, ""a large quantity of people who are accused of crimes, including anyone who even witnesses certain crimes, could now be detained and subject to bail.""",Darrin Madison,"March 17, 2023",half-true
Louis Jacobson,"""The First Amendment doesn’t allow you to willingly lie.""",Whoopi Goldberg,"March 17, 2023",barely-true
Samantha Putterman,Kari Lake called Trump the “fattest president since Taft” in a 2016 tweet.,X posts,"March 16, 2023",false
Andy Nguyen,"""We’re just burning 300 gallons of jet fuel to de-ice this clean energy wind turbine … that needs 80 gallons of synthetic oil to operate.""",Facebook posts,"March 16, 2023",false
Gabrielle Settles,Monster Energy’s logo uses a sign of the anti-Christ as part of its marketing effort.,Facebook posts,"March 15, 2023",pants-fire
Amy Sherman,A $2 million grant for Georgia’s DeKalb County amounts to a “private takeover of election offices.”,Facebook posts,"March 15, 2023",false
Tom Kertscher,On drilling on federal lands.,Joe Biden,"March 15, 2023",full-flop
Amy Sherman,“More cops are killed responding to domestic violence calls than anything else.”,Joe Biden,"March 15, 2023",false
Ciara O'Rourke,“Elon Musk bans Greta Thunberg from Twitter.”,Bloggers,"March 15, 2023",false
Samantha Putterman,Walgreens’ position “has always been” to “dispense Mifepristone in any jurisdiction where it is legally permissible to do so.”,Walgreens,"March 15, 2023",mostly-true
Yacob Reyes,"""Ron DeSantis wants to raise the retirement age to 70.""",DeSantis Watch,"March 15, 2023",barely-true
Ciara O'Rourke,“Russian dementia care facilities are using Biden on their poster.”,Viral image,"March 15, 2023",false
Ciara O'Rourke,“Clinton ally mysteriously dies.”,Facebook posts,"March 15, 2023",false
Loreben Tuquero,Photos of the Statue of Liberty taken in 1920 and 2020 show that the sea level hasn’t changed.,Instagram posts,"March 14, 2023",false
Ciara O'Rourke,Video shows U.S. Secret Service agents are demons.,Viral image,"March 14, 2023",pants-fire
Ciara O'Rourke,“Emergency injunction and tribunal order was served to WHO … to immediately cease and desist a criminal conspiracy to commit war crimes.”,Viral image,"March 14, 2023",pants-fire
Paul Specht,“The left is determined to erase Mount Rushmore from our history books.”,North Carolina Republican Party,"March 14, 2023",false
Ciara O'Rourke,Audio captures former Presidents Donald Trump and Barack Obama debating Michelle Obama’s gender.,Viral image,"March 14, 2023",false
D.L. Davis,"""Wisconsin has seen over 63 billion dollars of federal pandemic-related funding funnel into our state over (Gov. Tony Evers') tenure.""",Joan Ballweg,"March 14, 2023",mostly-true
Ciara O'Rourke,"Elon Musk tweeted, “The world is flat.”",Viral image,"March 13, 2023",false
Ciara O'Rourke,“The Simpsons” predicted money missing from Bank of America customers’ accounts in January.,Viral image,"March 13, 2023",false
Ciara O'Rourke,“Harry could be exiled to Botswana after he was deported from the United States due to an expired visa.”,Facebook posts,"March 13, 2023",pants-fire
Ciara O'Rourke,“‘The View’ settles with the Rittenhouses for $22 million and a formal apology.”,Bloggers,"March 13, 2023",false
Amy Sherman,"Democrats ""want to ban gas powered cars and gas stoves.”",Nikki Haley,"March 13, 2023",half-true
Gabrielle Settles,"The 2017 Unite the Right rally in Charlottesville, Virginia, was “an American intel op against Trump.”",Scott Adams,"March 10, 2023",pants-fire
Madison Czopek,Video shows that certain drinks can “test positive” for COVID-19 when using at-home COVID-19 tests.,Facebook posts,"March 10, 2023",false
Paul Specht,Wake County is the only large county in North Carolina that elects its commissioners at-large countywide.,Erin Paré,"March 10, 2023",mostly-true
Ciara O'Rourke,The White House Visitor Center is displaying a photo of a fake President Joe Biden.,Facebook posts,"March 9, 2023",pants-fire
Ciara O'Rourke,President Joe Biden is “in Gitmo.”,Facebook posts,"March 9, 2023",pants-fire
Conor Amendola,"Energy Secretary Jennifer Granholm met ""with the radical green energy group behind the gas stove ban,"" which ""has ties to the"" Chinese Communist Party.",Nicholas Langworthy,"March 9, 2023",barely-true
Amy Sherman,"The 2020 election could not have been fair because “Los Angeles County agreed, during litigation, that there were 1.2 million ineligible voters after the election.”",Donald Trump,"March 9, 2023",false
Yacob Reyes,"""$1 of every $3 (Ron DeSantis) spends comes from the federal government.""",Fentrice Driskell,"March 9, 2023",true
Ciara O'Rourke,“Elon Musk to acquire Facebook soon.”,Bloggers,"March 9, 2023",false
Madison Czopek,"Because of daylight saving time, “NO alarm set for the 2:00 a.m. hour will go off” on March 12.",Chain email,"March 9, 2023",half-true
Ciara O'Rourke,“Ashli Babbitt is alive and well.”,Instagram posts,"March 9, 2023",false
Ciara O'Rourke,Video shows Elon Musk endorsing “an anti-aging remedy.”,Viral image,"March 9, 2023",false
Ciara O'Rourke,Elon Musk banned U.S. Rep. Alexandria Ocasio-Cortez from Twitter.,Facebook posts,"March 9, 2023",pants-fire
Ciara O'Rourke,Vladimir Putin “orders destruction of all COVID-19 vaccines in Russia.”,Bloggers,"March 9, 2023",pants-fire
Ciara O'Rourke,Bill Gates claims to be a “valid representative of the pharmaceutical industry” because he “read a lot of books about that topic.”,Viral image,"March 9, 2023",false
Ciara O'Rourke,“Crowd erupts as Chip Roy grills Kamala Harris as she lies in Congress” in video.,Facebook posts,"March 8, 2023",pants-fire
Ciara O'Rourke,“The January 6 committee disbanded immediately after the new footage was released.”,Facebook posts,"March 8, 2023",false
Cameron Carr,New York City Mayor Eric Adams proposes to “ban chocolate milk.”,Elise Stefanik,"March 8, 2023",mostly-true
Elizabeth Egan,“Lifetime earnings of someone with a college degree is over a million dollars more than those entering the workforce without one.”,Stanley Litow,"March 8, 2023",mostly-true
Maria Ramirez,“We banned transgender” people from serving in the military.,Donald Trump,"• March 8,",mostly-true
Tom Kertscher,"""The Biden administration is floating a new” climate strategy: Don't leave your house.""",Washington Free Beacon,"March 8, 2023",barely-true
Ciara O'Rourke,“Bill Gates arrest warrant issued in Philippines for ‘premeditated murder’ linked to vaccine roll out.”,Instagram posts,"March 8, 2023",pants-fire
Ciara O'Rourke,U.S. Sen. Josh Hawley made U.S. Attorney General Merrick Garland cry at a committee hearing.,Facebook posts,"March 8, 2023",false
Grace Abels,"“The youth suicide rate has increased exponentially alongside trans affirmation. Trans affirmation causes the suicide rate, not the other way around.”",Matt Walsh,"March 8, 2023",barely-true
Madison Czopek,Capitol Police officers “helped” QAnon Shaman Jacob Chansley and “acted as his tour guides.”,Tucker Carlson,"March 8, 2023",pants-fire
Gabrielle Settles,"“The five people that died in that plane crash … were supposed to go to Ohio to test the water, the soil and the air quality in East Palestine.”",Facebook posts,"March 7, 2023",false
Ciara O'Rourke,The United Kingdom’s “Parliament closed its borders to prevent Harry and Meg from flying to the UK in order to protect the king.”,Facebook posts,"March 7, 2023",pants-fire
Laura Schulte,“Tammy Baldwin wants to take away” Medicare and Social Security.,National Republican Senatorial Committee,"March 7, 2023",false
Madison Czopek,“The moon is a habitable place.”,Facebook posts,"March 6, 2023",pants-fire
Gabrielle Settles,“Breaking: John Fetterman RESIGNATION Announcement.”,Instagram posts,"March 6, 2023",false
Madison Czopek,Says Ukrainian President Volodymyr Zelenskyy said he wants America’s “sons and daughters to go die in Ukraine.”,Marjorie Taylor Greene,"March 3, 2023",false
Loreben Tuquero,"In Ohio, “there are 75,000 acres of farmland, fertile farmland, that are all now being poured down with acid rain.”",Facebook posts,"March 3, 2023",false
Gabrielle Settles,“Muslims by the millions are converting to Christianity.”,Facebook posts,"March 3, 2023",false
Loreben Tuquero,"Digital IDs were given to residents in East Palestine, Ohio, “to track long term health problems like difficulty breathing” before the Feb. 3 train derailment.",Instagram posts,"March 2, 2023",false
Madison Czopek,"The Justice Department has been “calling parents that are concerned about what their kids are being taught, they are labeling them terrorists.”",Kat Cammack,"March 2, 2023",false
Madison Czopek,Sen. Marco Rubio signed a 2021 letter that “supports waivers that would reduce visual track inspections.”,Pete Buttigieg,"March 2, 2023",barely-true
Jeff Cercone,Photo of electric charging station “powered by diesel generator” is emblematic of the electric vehicle movement.,Facebook posts,"February 28, 2023",barely-true
Ciara O'Rourke,“Official govt docs expose Michelle Obama’s 14 year history as a man.”,Facebook posts,"February 28, 2023",pants-fire
Jeff Cercone,"""Woody Harrelson’s 60 seconds in the middle of his monologue was cut out of the edits released after the show.”",Instagram posts,"February 28, 2023",false
Ciara O'Rourke,“BREAKING Trump preps Marines to stop presidential coup.”,Facebook posts,"February 28, 2023",false
Ciara O'Rourke,Video shows President Joe Biden recalling an alien encounter.,Facebook posts,"February 28, 2023",false
Tom Kertscher,"Rifles “were involved in 297 deaths” in the U.S. in 2022 and “constipation killed 2,167.”",Instagram posts,"February 28, 2023",false
Sara Swann,Drinking or using tap water treated with chlorine is dangerous because “chlorine is a poison.”,Facebook posts,"February 28, 2023",false
Ciara O'Rourke,Joe Biden described America as “the foothills of the Himalayas with Xi Jinping.”,Viral image,"February 28, 2023",false
Ciara O'Rourke,"Kid Rock tweeted, “Some people wouldn’t recognize tyranny if it slapped a mask on their face, made them stand 6 feet apart, and forced them to take a vaccine for a virus with a 99.8% survival rate.”",Instagram posts,"February 27, 2023",false
Loreben Tuquero,"The train that derailed in Ohio was carrying “over 300,000 gallons of a chemical that was banned in 1974.”",Facebook posts,"February 27, 2023",barely-true
Ciara O'Rourke,Photos of an apartment building in Kyiv are evidence the war in Ukraine “is fake.”,Viral image,"February 27, 2023",pants-fire
Ciara O'Rourke,Former President Donald Trump “was the 1st president in U.S. history to acknowledge that children are being sold for sex in the U.S.” while President Joe Biden “rescinded Trump’s executive order that helped combat child sex trafficking.”,Viral image,"February 27, 2023",false
Ciara O'Rourke,"Says Elizabeth Warren said, “Allowing Republicans to vote could threaten the integrity of an election.”",Viral image,"February 27, 2023",false
Andy Nguyen,“The whole green energy agenda involves more than doubling 10 types of mining.”,Alex Epstein,"February 27, 2023",mostly-true
Jill Terreri,53% of Americans made aware of the Hunter Biden laptop story would have changed their vote in 2020.,Elise Stefanik,"• February 25,",false
Jeff Cercone,"""The laws governing Agenda 2030 land development allows the government to seize polluted lands and move their residents to … smart cities.”",Instagram posts,"February 24, 2023",false
Samantha Putterman,Apple will pay customers $700 for a slowed-down iPhone.,Instagram posts,"February 24, 2023",false
Ciara O'Rourke,President Joe Biden was “shot” in a “behind-the-scenes execution.”,Facebook posts,"February 23, 2023",pants-fire
Ciara O'Rourke,“President Joe Biden admits to faking the election.”,Instagram posts,"February 23, 2023",false
Loreben Tuquero,"In Australia, a “17% increase in heart attack deaths” in the first eight months of 2022 is linked to COVID-19 vaccination.",Instagram posts,"February 23, 2023",false
Ciara O'Rourke,"“Clinton aide found dead, tied to tree in apparent murder.”",Facebook posts,"February 23, 2023",false
Ciara O'Rourke,“Every single one” of former President Barack Obama’s Medal of Freedom recipients in this video “was on Epstein’s flight logs.”,Viral image,"February 23, 2023",false
